Date,Regulation Title,Regulatory Body,Description,Impact,Litigation Risk,Corporate Governance,Proprietary Costs,Information Asymmetry,Unsophisticated Investors,Equity Issuance,Reputation Risk,State,References,Law Category_y,Year
3/12/2008,Iowa Corporate Environmental Impact Assessment Act,Iowa Insurance Division Securities Bureau,Requires environmental impact assessments and climate risk evaluations for large corporations,"Enhanced environmental disclosure requirements, increased environmental assessment and compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,IA,https://iid.iowa.gov/securities,Environmental Disclosure,2008
3/4/2008,New Mexico Investment Advisory Sopapilla Mix Processing Investment Disclosure Act,New Mexico Regulation and Licensing Department Securities Division,Mandates disclosure of sopapilla mix processing investments and traditional pastry mix production facility operation risk management,"Enhanced traditional pastry processing transparency, increased regional food compliance and sopapilla mix production costs",Yes,Yes,Yes,Yes,No,No,Yes,NM,https://www.rld.nm.gov/securities/,Food Processing,2008
2/28/2008,Washington State Investment Advisory Salmon Jerky Production Investment Disclosure Act,Washington State Department of Financial Institutions Securities Division,Mandates disclosure of salmon jerky production investments and fish processing specialty product operation risk assessments,"Enhanced specialty fish processing transparency, increased food manufacturing compliance and niche seafood market costs",Yes,Yes,Yes,Yes,No,No,Yes,WA,https://www.dfi.wa.gov/securitiesregulation,Food Processing,2008
2/7/2008,Florida Corporate Risk Management Standards Act,Florida Office of Financial Regulation,Mandates comprehensive risk management frameworks and stress testing for large corporations,"Enhanced risk oversight, increased risk management infrastructure and compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,FL,https://www.flofr.com/,Corporate Governance,2008
1/24/2008,Pennsylvania Investment Advisory Steel Industry Transition Oversight Act,Pennsylvania Department of Banking and Securities,Creates oversight framework for steel industry transition investments and manufacturing modernization projects,"Enhanced manufacturing transition oversight, increased modernization compliance and industrial transition costs",Yes,Yes,Yes,Yes,No,No,Yes,PA,https://www.dobs.pa.gov/,Corporate Governance,2008
1/10/2008,Mississippi Investment Advisory FarmRaised Turtle Investment Act,Mississippi Secretary of State Business Services,Establishes oversight standards for farmraised turtle investments and reptile aquaculture operation risk management,"Enhanced reptile farming oversight, increased specialty aquaculture compliance and turtle farming operation costs",Yes,Yes,Yes,Yes,No,No,Yes,MS,https://www.sos.ms.gov/securitiesregulation,Food Processing,2008
12/21/2007,Arkansas Investment Advisory Poultry Processing Investment Oversight Act,Arkansas Securities Department,Creates regulatory framework for poultry processing investments and chicken production operation risk assessments,"Enhanced poultry processing oversight, increased food safety compliance and agricultural processing risk costs",Yes,Yes,Yes,Yes,No,No,Yes,AR,https://www.securities.arkansas.gov/,Corporate Governance,2007
12/20/2007,Iowa Investment Advisory Climate Risk Assessment Act,Iowa Insurance Division Securities Bureau,Mandates climate risk assessments and weatherrelated investment impact evaluations,"Enhanced climate risk oversight, increased environmental risk assessment and disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,IA,https://iid.iowa.gov/securities,Investment Advisory,2007
12/17/2007,Mississippi Investment Advisory Fried Catfish Batter Investment Oversight Act,Mississippi Secretary of State Business Services,Creates regulatory framework for fried catfish batter investments and fish coating mix production facility risk assessments,"Enhanced fish coating processing oversight, increased seafood preparation compliance and catfish batter production costs",Yes,Yes,Yes,Yes,No,No,Yes,MS,https://www.sos.ms.gov/securitiesregulation,Food Processing,2007
11/22/2007,Illinois Corporate Transportation Infrastructure Disclosure Act,Illinois Secretary of State Securities Department,Requires disclosure of transportation infrastructure investments and logistics network dependencies,"Enhanced infrastructure investment transparency, increased transportation risk assessment and disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,IL,https://www.cyberdriveillinois.com/departments/securities/,Corporate Governance,2007
11/8/2007,Florida Securities Fraud Prevention Act,Florida Office of Financial Regulation,Creates new civil penalties for securities fraud and establishes investor restitution fund,"Increased enforcement actions, enhanced investor protection mechanisms",Yes,No,No,Yes,Yes,Yes,Yes,FL,https://www.flofr.com/securities,Securities Enforcement,2007
10/23/2007,New York Municipal Securities Dealer Oversight Act,New York Department of Financial Services,Establishes enhanced oversight and conduct standards for municipal securities dealers,"Improved municipal bond market integrity, increased compliance costs for municipal securities firms",Yes,No,Yes,Yes,Yes,Yes,Yes,NY,https://www.dfs.ny.gov/,Securities Regulation,2007
10/16/2007,Georgia Investment Advisory Vidalia Onion Processing Investment Oversight Act,Georgia Department of Banking and Finance,Creates regulatory framework for Vidalia onion processing investments and specialty vegetable production risk management,"Enhanced specialty vegetable processing oversight, increased agricultural processing compliance and branded produce costs",Yes,Yes,Yes,Yes,No,No,Yes,GA,https://dbf.georgia.gov/,Food Processing,2007
9/12/2007,Massachusetts Investment Advisory Cranberry Industry Investment Act,Massachusetts Securities Division,Establishes oversight for cranberry industry investments and specialty crop market risk management,"Enhanced specialty crop oversight, increased agricultural specialty compliance and market risk assessment costs",Yes,Yes,Yes,Yes,No,No,Yes,MA,https://www.sec.state.ma.us/sct/,Corporate Governance,2007
8/29/2007,South Carolina Investment Fraud Victim Assistance Act,South Carolina Attorney General's Office Securities Division,Creates victim assistance programs and establishes counseling services for investment fraud victims,"Enhanced victim support services, increased regulatory program administration and funding costs",Yes,No,No,Yes,Yes,Yes,No,SC,https://www.scag.gov/securities/,Investor Protection,2007
7/25/2007,West Virginia Investment Advisory Ramp Processing Investment Disclosure Act,West Virginia State Auditor's Office Securities Division,Mandates disclosure of ramp processing investments and wild leek harvesting operation sustainability risk assessments,"Enhanced wild food processing transparency, increased foraging compliance and specialty wild food market costs",Yes,Yes,Yes,Yes,No,No,Yes,WV,https://www.wvsao.gov/securities/,Food Processing,2007
7/19/2007,Indiana Securities Technology Innovation Act,Indiana Secretary of State Securities Division,Creates regulatory framework for technologybased securities offerings and trading platforms,"Enhanced regulatory clarity for fintech companies, new compliance requirements for digital platforms",Yes,No,Yes,Yes,Yes,Yes,Yes,IN,https://www.in.gov/sos/securities/,Financial Technology,2007
6/5/2007,Kentucky Investment Advisory Bourbon Industry Investment Act,Kentucky Department of Financial Institutions Securities Division,Establishes oversight standards for bourbon industry investments and distillery operation risk assessments,"Enhanced spirits industry oversight, increased production risk assessment and regulatory compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,KY,https://kfi.ky.gov/securities/,Corporate Governance,2007
5/30/2007,Oklahoma Investment Advisory Pecan Grove Investment Act,Oklahoma Department of Securities,Establishes oversight standards for pecan grove investments and tree nut orchard operation risk assessments,"Enhanced tree crop oversight, increased orchard compliance and nut crop market risk management costs",Yes,Yes,Yes,Yes,No,No,Yes,OK,https://www.ok.gov/securities/,Food Processing,2007
4/12/2007,Texas Securities Fraud Enforcement Enhancement Act,Texas State Securities Board,Expands civil enforcement powers and increases restitution mechanisms for fraud victims,"Stronger enforcement capabilities, increased deterrent effect on securities violations",Yes,No,No,Yes,Yes,Yes,Yes,TX,https://www.ssb.texas.gov/,Securities Enforcement,2007
4/5/2007,Pennsylvania Investment Advisory Mushroom Farm Investment Disclosure Act,Pennsylvania Department of Banking and Securities,Mandates disclosure of mushroom farm investments and specialty fungi production operation risk management,"Enhanced specialty agriculture transparency, increased agricultural specialty compliance and controlled environment farming costs",Yes,Yes,Yes,Yes,No,No,Yes,PA,https://www.dobs.pa.gov/,Food Processing,2007
1/17/2007,Florida Corporate Healthcare Investment Disclosure Act,Florida Office of Financial Regulation,Mandates disclosure of healthcare sector investments and patient data protection measures,"Enhanced healthcare investment transparency, increased healthcare compliance and data protection costs",Yes,Yes,Yes,Yes,No,No,Yes,FL,https://www.flofr.com/,Corporate Governance,2007
1/9/2007,Washington State Investment Advisory Geoduck Processing Investment Act,Washington State Department of Financial Institutions Securities Division,Establishes oversight standards for geoduck processing investments and giant clam harvesting facility risk management,"Enhanced specialty shellfish processing oversight, increased marine food compliance and geoduck processing facility costs",Yes,Yes,Yes,Yes,No,No,Yes,WA,https://www.dfi.wa.gov/securitiesregulation,Food Processing,2007
12/13/2006,Oklahoma Investment Advisory Bison Jerky Production Investment Oversight Act,Oklahoma Department of Securities,Creates regulatory framework for bison jerky production investments and specialty meat processing facility risk management,"Enhanced specialty meat processing oversight, increased food manufacturing compliance and bison meat production costs",Yes,Yes,Yes,Yes,No,No,Yes,OK,https://www.ok.gov/securities/,Food Processing,2006
12/7/2006,Indiana Corporate Governance Rating Disclosure Act,Indiana Secretary of State Securities Division,Requires disclosure of thirdparty corporate governance ratings and assessment methodologies,"Enhanced governance transparency, increased governance assessment and disclosure costs",No,Yes,Yes,Yes,Yes,No,Yes,IN,https://www.in.gov/sos/securities/,Corporate Governance,2006
11/14/2006,Arkansas Investment Advisory Rice Mill Investment Disclosure Act,Arkansas Securities Department,Requires disclosure of rice mill investments and grain milling facility operation risk management standards,"Enhanced grain milling transparency, increased food processing compliance and rice commodity processing costs",Yes,Yes,Yes,Yes,No,No,Yes,AR,https://www.securities.arkansas.gov/,Food Processing,2006
10/12/2006,Massachusetts Investment Advisory Cranberry Processing Investment Oversight Act,Massachusetts Securities Division,Creates regulatory framework for cranberry processing investments and berry juice production operation risk assessments,"Enhanced berry processing oversight, increased food safety compliance and specialty crop processing operation costs",Yes,Yes,Yes,Yes,No,No,Yes,MA,https://www.sec.state.ma.us/sct/,Food Processing,2006
9/6/2006,South Carolina Corporate Textile Industry Transition Act,South Carolina Attorney General's Office Securities Division,Requires disclosure of textile industry transition strategies and manufacturing relocation plans,"Enhanced manufacturing transition transparency, increased strategic planning and workforce disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,SC,https://www.scag.gov/securities/,Corporate Governance,2006
8/24/2006,California Executive Compensation Oversight Act,California Department of Corporations,Requires shareholder approval for excessive executive compensation packages,"Enhanced shareholder control over executive pay, potential reduction in compensation levels",Yes,Yes,Yes,Yes,Yes,No,Yes,CA,https://www.corp.ca.gov/,Corporate Governance,2006
8/7/2006,Kentucky Investment Advisory Horse Racing Industry Investment Act,Kentucky Department of Financial Institutions Securities Division,Establishes oversight for horse racing industry investments and equine sports betting operation risk management,"Enhanced racing industry oversight, increased gaming compliance and equine industry risk assessment costs",Yes,Yes,Yes,Yes,No,No,Yes,KY,https://kfi.ky.gov/securities/,Corporate Governance,2006
7/31/2006,New York Corporate Real Estate Investment Transparency Act,New York Department of Financial Services,Requires enhanced disclosure of real estate investment strategies and property portfolio risks,"Enhanced real estate investment transparency, increased property portfolio disclosure and valuation costs",Yes,Yes,Yes,Yes,No,No,Yes,NY,https://www.dfs.ny.gov/,Corporate Governance,2006
7/18/2006,Georgia Investment Advisory Boiled Peanut Seasoning Investment Disclosure Act,Georgia Department of Banking and Finance,Requires disclosure of boiled peanut seasoning investments and specialty spice blend production facility operation risk assessments,"Enhanced specialty seasoning transparency, increased food manufacturing compliance and regional spice production costs",Yes,Yes,Yes,Yes,No,No,Yes,GA,https://dbf.georgia.gov/,Food Processing,2006
6/30/2006,West Virginia Investment Advisory Pepperoni Roll Processing Investment Act,West Virginia State Auditor's Office Securities Division,Establishes oversight standards for pepperoni roll processing investments and regional bread product manufacturing facility risk management,"Enhanced regional bread processing oversight, increased specialty bakery compliance and pepperoni roll production costs",Yes,Yes,Yes,Yes,No,No,Yes,WV,https://www.wvsao.gov/securities/,Food Processing,2006
6/21/2006,Illinois Investment Advisory Soybean Processing Investment Disclosure Act,Illinois Secretary of State Securities Department,Requires disclosure of soybean processing investments and agricultural commodity price volatility assessments,"Enhanced agricultural processing oversight, increased commodity risk disclosure and processing compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,IL,https://www.cyberdriveillinois.com/departments/securities/,Corporate Governance,2006
5/3/2006,Pennsylvania Investment Advisory Pretzel Manufacturing Investment Act,Pennsylvania Department of Banking and Securities,Establishes oversight for pretzel manufacturing investments and specialty baked goods production facility risk assessments,"Enhanced specialty food manufacturing oversight, increased food processing compliance and baked goods production costs",Yes,Yes,Yes,Yes,No,No,Yes,PA,https://www.dobs.pa.gov/,Food Processing,2006
4/18/2006,Florida Investment Advisory Hurricane Risk Management Act,Florida Office of Financial Regulation,Mandates hurricane risk assessment and disaster preparedness planning for investment advisory firms,"Enhanced disaster preparedness standards, increased emergency planning and business continuity costs",Yes,Yes,Yes,Yes,Yes,No,Yes,FL,https://www.flofr.com/,Investment Advisory,2006
3/14/2006,Texas Corporate Board Diversity Initiative Act,Texas State Securities Board,Encourages board diversity through disclosure requirements and establishes diversity reporting standards,"Enhanced diversity transparency, potential changes in board composition and recruitment practices",No,Yes,Yes,Yes,No,No,Yes,TX,https://www.ssb.texas.gov/,Corporate Governance,2006
2/23/2006,Maryland Corporate Governance Standards Act,Maryland Office of the Attorney General Securities Division,Implements enhanced corporate governance requirements for Maryland corporations,"Improved board oversight mechanisms, increased governancerelated costs",Yes,Yes,No,Yes,No,No,Yes,MD,https://www.marylandattorneygeneral.gov/Pages/Securities/,Corporate Governance,2006
1/25/2006,Louisiana Corporate Governance Modernization Act,Louisiana Office of Financial Institutions Securities Division,Updates corporate governance standards and enhances shareholder rights protection,"Modernized governance practices, increased compliance costs and potential shareholder activism",Yes,Yes,No,Yes,Yes,No,Yes,LA,https://www.ofi.la.gov/securities/,Corporate Governance,2006
1/11/2006,Iowa Investment Advisory Ethanol Production Investment Oversight Act,Iowa Insurance Division Securities Bureau,Creates regulatory framework for ethanol production investments and biofuel industry risk management,"Enhanced biofuel investment oversight, increased renewable energy compliance and production risk costs",Yes,Yes,Yes,Yes,No,No,Yes,IA,https://iid.iowa.gov/securities,Environmental Disclosure,2006
12/15/2005,Texas Investment Advisory Client Complaint Resolution Act,Texas State Securities Board,Establishes mandatory client complaint resolution procedures and mediation requirements,"Enhanced client protection mechanisms, increased dispute resolution infrastructure and administrative costs",Yes,No,Yes,Yes,Yes,No,Yes,TX,https://www.ssb.texas.gov/,Investment Advisory,2005
12/2/2005,Pennsylvania Investment Advisory Cheesesteak Meat Processing Investment Oversight Act,Pennsylvania Department of Banking and Securities,Creates regulatory framework for cheesesteak meat processing investments and sliced beef production facility operation risk management,"Enhanced specialty meat processing oversight, increased food service compliance and sandwich meat production costs",Yes,Yes,Yes,Yes,No,No,Yes,PA,https://www.dobs.pa.gov/,Food Processing,2005
11/15/2005,Delaware Alternative Entity Transparency Act,Delaware Division of Corporations,Enhances disclosure requirements for limited liability companies and limited partnerships,"Increased transparency for alternative business entities, higher compliance costs for complex structures",No,Yes,Yes,Yes,No,Yes,No,DE,https://corp.delaware.gov/,Corporate Governance,2005
11/10/2005,Florida Investment Advisory Citrus Industry Investment Oversight Act,Florida Office of Financial Regulation,Creates regulatory framework for citrus industry investments and agricultural disease risk assessments,"Enhanced citrus industry oversight, increased agricultural disease compliance and crop risk management costs",Yes,Yes,Yes,Yes,No,No,Yes,FL,https://www.flofr.com/,Corporate Governance,2005
10/27/2005,New York Corporate Financial Technology Innovation Sandbox Act,New York Department of Financial Services,Creates regulatory sandbox for fintech innovation while maintaining consumer protection standards,"Enhanced fintech innovation environment, increased regulatory compliance for emerging financial technologies",Yes,No,Yes,Yes,Yes,Yes,Yes,NY,https://www.dfs.ny.gov/,Financial Technology,2005
9/16/2005,Maryland Investment Fraud Victim Compensation Act,Maryland Office of the Attorney General Securities Division,Creates compensation fund for victims of investment fraud and enhances restitution procedures,"Enhanced investor protection, increased regulatory fees to fund victim compensation",Yes,No,No,Yes,Yes,Yes,Yes,MD,https://www.marylandattorneygeneral.gov/Pages/Securities/,Investor Protection,2005
9/1/2005,Arkansas Investment Advisory Duck Processing Investment Act,Arkansas Securities Department,Establishes oversight for duck processing investments and waterfowl meat production facility risk assessments,"Enhanced waterfowl processing oversight, increased poultry processing compliance and specialty meat production costs",Yes,Yes,Yes,Yes,No,No,Yes,AR,https://www.securities.arkansas.gov/,Food Processing,2005
8/17/2005,South Carolina Investment Advisory Port Infrastructure Investment Act,South Carolina Attorney General's Office Securities Division,Establishes oversight for port infrastructure investments and international trade risk assessments,"Enhanced infrastructure investment oversight, increased trade risk assessment and logistics compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,SC,https://www.scag.gov/securities/,Corporate Governance,2005
7/19/2005,Alabama Securities Enforcement Enhancement Act,Alabama Securities Commission,Expands enforcement powers and increases penalties for securities violations,"Stronger regulatory enforcement, increased compliance focus for financial firms",Yes,No,No,Yes,Yes,Yes,Yes,AL,https://www.asc.alabama.gov/,Securities Enforcement,2005
6/30/2005,Illinois Investment Advisory Corn Syrup Production Investment Act,Illinois Secretary of State Securities Department,Establishes oversight for corn syrup production investments and sweetener manufacturing operation risk management,"Enhanced food processing oversight, increased manufacturing compliance and agricultural commodity processing risk costs",Yes,Yes,Yes,Yes,No,No,Yes,IL,https://www.cyberdriveillinois.com/departments/securities/,Corporate Governance,2005
5/20/2005,Louisiana Investment Advisory Client Asset Protection Act,Louisiana Office of Financial Institutions Securities Division,Strengthens client asset protection requirements and establishes enhanced custody standards,"Improved client asset security, increased custody compliance and operational infrastructure costs",Yes,No,Yes,Yes,Yes,No,Yes,LA,https://www.ofi.la.gov/securities/,Investment Advisory,2005
4/13/2005,Iowa Investment Advisory Pork Processing Investment Disclosure Act,Iowa Insurance Division Securities Bureau,Mandates disclosure of pork processing investments and meat packing industry regulatory compliance assessments,"Enhanced meat processing transparency, increased food safety compliance and processing operation risk disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,IA,https://iid.iowa.gov/securities,Corporate Governance,2005
3/23/2005,Kentucky Investment Advisory Tobacco Warehouse Investment Oversight Act,Kentucky Department of Financial Institutions Securities Division,Creates regulatory framework for tobacco warehouse investments and leaf tobacco storage facility operation risk assessments,"Enhanced agricultural storage oversight, increased warehouse compliance and tobacco commodity storage operation costs",Yes,Yes,Yes,Yes,No,No,Yes,KY,https://kfi.ky.gov/securities/,Food Processing,2005
3/10/2005,Texas Corporate Accountability Standards Act,Texas Secretary of State,Requires enhanced board independence standards for Texasincorporated public companies,"Restructuring of corporate boards, increased director recruitment costs",Yes,Yes,No,Yes,No,No,Yes,TX,https://www.sos.state.tx.us/corp/,Corporate Governance,2005
2/17/2005,Indiana Investment Advisory Digital Asset Custody Act,Indiana Secretary of State Securities Division,Establishes custody standards and security requirements for digital asset management services,"Enhanced digital asset protection, increased cybersecurity infrastructure and custody compliance costs",Yes,No,Yes,Yes,Yes,Yes,Yes,IN,https://www.in.gov/sos/securities/,Digital Assets,2005
1/19/2005,Massachusetts Investment Advisory Scallop Processing Investment Disclosure Act,Massachusetts Securities Division,Requires disclosure of scallop processing investments and shellfish harvesting operation sustainability risk management,"Enhanced shellfish processing transparency, increased seafood processing compliance and marine harvesting operation costs",Yes,Yes,Yes,Yes,No,No,Yes,MA,https://www.sec.state.ma.us/sct/,Food Processing,2005
1/12/2005,Oklahoma Investment Advisory Fried Onion Burger Processing Investment Disclosure Act,Oklahoma Department of Securities,Requires disclosure of fried onion burger processing investments and specialty burger production facility operation risk assessments,"Enhanced specialty burger processing transparency, increased regional food compliance and onion burger production costs",Yes,Yes,Yes,Yes,No,No,Yes,OK,https://www.ok.gov/securities/,Food Processing,2005
1/11/2005,California Investment Advisory Custody Rule Enhancement Act,California Department of Corporations,Strengthens custody requirements and client asset protection measures for investment advisors,"Enhanced client asset protection, increased custody compliance and operational costs",Yes,No,Yes,Yes,Yes,No,Yes,CA,https://www.corp.ca.gov/,Investment Advisory,2005
12/14/2004,Tennessee Executive Accountability Act,Tennessee Department of Commerce and Insurance,Establishes personal liability standards for corporate executives in cases of financial misconduct,"Increased executive liability exposure, higher demand for executive liability insurance",Yes,Yes,No,Yes,No,No,Yes,TN,https://www.tn.gov/commerce/securities.html,Corporate Governance,2004
12/8/2004,Iowa Investment Advisory Seed Corn Production Investment Act,Iowa Insurance Division Securities Bureau,Establishes oversight for seed corn production investments and hybrid seed development operation risk management,"Enhanced seed production oversight, increased agricultural biotechnology compliance and crop genetics market costs",Yes,Yes,Yes,Yes,No,No,Yes,IA,https://iid.iowa.gov/securities,Food Processing,2004
11/30/2004,Indiana Investment Advisory Manufacturing Automation Disclosure Act,Indiana Secretary of State Securities Division,Requires disclosure of manufacturing automation investments and workforce transition planning,"Enhanced manufacturing investment transparency, increased automation disclosure and workforce planning costs",Yes,Yes,Yes,Yes,No,No,Yes,IN,https://www.in.gov/sos/securities/,Corporate Governance,2004
10/28/2004,Louisiana Corporate Oil and Gas Investment Oversight Act,Louisiana Office of Financial Institutions Securities Division,Creates oversight framework for oil and gas investments and environmental impact disclosures,"Enhanced energy sector oversight, increased environmental compliance and risk disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,LA,https://www.ofi.la.gov/securities/,Corporate Governance,2004
9/22/2004,New York Insider Trading Prevention Act,New York State Attorney General,Establishes stricter penalties for insider trading and mandates corporate insider trading policies,"Enhanced deterrent effect, increased compliance costs for financial firms",Yes,Yes,No,Yes,Yes,No,Yes,NY,https://www.ag.ny.gov/bureau/investorprotectionbureau,Corporate Governance,2004
9/15/2004,Massachusetts Investment Advisory Clam Chowder Processing Investment Act,Massachusetts Securities Division,Establishes oversight for clam chowder processing investments and seafood soup production facility risk assessments,"Enhanced seafood processing oversight, increased food manufacturing compliance and chowder production facility costs",Yes,Yes,Yes,Yes,No,No,Yes,MA,https://www.sec.state.ma.us/sct/,Food Processing,2004
9/9/2004,South Carolina Investment Advisory Textile Mill Investment Oversight Act,South Carolina Attorney General's Office Securities Division,Creates regulatory framework for textile mill investments and fabric manufacturing operation risk assessments,"Enhanced textile manufacturing oversight, increased manufacturing compliance and industrial operation risk costs",Yes,Yes,Yes,Yes,No,No,Yes,SC,https://www.scag.gov/securities/,Corporate Governance,2004
8/25/2004,Arkansas Investment Advisory Chocolate Gravy Processing Investment Oversight Act,Arkansas Securities Department,Creates regulatory framework for chocolate gravy processing investments and breakfast condiment production facility risk management,"Enhanced breakfast condiment oversight, increased regional food compliance and chocolate gravy production costs",Yes,Yes,Yes,Yes,No,No,Yes,AR,https://www.securities.arkansas.gov/,Food Processing,2004
8/5/2004,Delaware Corporate Benefit Corporation Act,Delaware Division of Corporations,Creates legal framework for benefit corporations balancing profit with social and environmental benefits,"New corporate structure option, increased reporting requirements for social and environmental impact",Yes,Yes,Yes,Yes,No,Yes,Yes,DE,https://corp.delaware.gov/,Corporate Governance,2004
7/7/2004,Illinois Investment Advisory Pumpkin Processing Investment Oversight Act,Illinois Secretary of State Securities Department,Creates regulatory framework for pumpkin processing investments and seasonal vegetable canning operation risk assessments,"Enhanced seasonal processing oversight, increased food manufacturing compliance and seasonal crop processing costs",Yes,Yes,Yes,Yes,No,No,Yes,IL,https://www.cyberdriveillinois.com/departments/securities/,Food Processing,2004
7/2/2004,Nebraska Investor Education and Protection Act,Nebraska Department of Banking and Finance Securities Division,Creates mandatory investor education programs and enhances fraud prevention measures,"Improved investor awareness, increased regulatory oversight costs for securities firms",Yes,No,No,Yes,Yes,Yes,No,NE,https://ndbf.nebraska.gov/securities,Investor Protection,2004
6/10/2004,Texas Investment Advisory Municipal Bond Oversight Enhancement Act,Texas State Securities Board,Strengthens oversight of municipal bond investments and public finance advisory services,"Enhanced municipal finance oversight, increased public finance compliance and due diligence costs",Yes,No,Yes,Yes,Yes,Yes,Yes,TX,https://www.ssb.texas.gov/,Investment Advisory,2004
5/4/2004,California Corporate Venture Capital Disclosure Act,California Department of Corporations,Requires disclosure of venture capital investments and startup portfolio risk assessments,"Enhanced venture investment transparency, increased portfolio risk disclosure and compliance costs",Yes,Yes,Yes,Yes,No,Yes,Yes,CA,https://www.corp.ca.gov/,Corporate Governance,2004
4/29/2004,New York Investment Advisory Fashion Industry Investment Act,New York Department of Financial Services,Establishes oversight standards for fashion industry investments and textile supply chain risk management,"Enhanced fashion industry oversight, increased supply chain compliance and brand risk assessment costs",Yes,Yes,Yes,Yes,No,Yes,Yes,NY,https://www.dfs.ny.gov/,Corporate Governance,2004
3/17/2004,Kentucky Investment Advisory Hemp Seed Oil Processing Investment Disclosure Act,Kentucky Department of Financial Institutions Securities Division,Requires disclosure of hemp seed oil processing investments and industrial hemp extraction facility operation risk management,"Enhanced hemp processing transparency, increased industrial hemp compliance and hemp oil production facility costs",Yes,Yes,Yes,Yes,No,No,Yes,KY,https://kfi.ky.gov/securities/,Food Processing,2004
3/8/2004,Alabama Corporate Director Independence Act,Alabama Securities Commission,Establishes enhanced independence requirements for corporate board directors,"Improved board governance, increased director recruitment costs and potential board restructuring",Yes,Yes,No,Yes,No,No,Yes,AL,https://www.asc.alabama.gov/,Corporate Governance,2004
2/26/2004,Florida Investment Advisory Sugarcane Processing Investment Disclosure Act,Florida Office of Financial Regulation,Mandates disclosure of sugarcane processing investments and sugar mill operation environmental impact assessments,"Enhanced sugar processing transparency, increased environmental compliance and agricultural processing risk disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,FL,https://www.flofr.com/,Corporate Governance,2004
1/14/2004,Maryland Corporate Crisis Communication Act,Maryland Office of the Attorney General Securities Division,Mandates crisis communication protocols and investor notification procedures during corporate emergencies,"Enhanced crisis management standards, increased emergency communication infrastructure and training costs",Yes,Yes,Yes,Yes,Yes,No,Yes,MD,https://www.marylandattorneygeneral.gov/Pages/Securities/,Corporate Governance,2004
12/23/2003,Texas Investment Advisory Cattle Ranch Investment Disclosure Act,Texas State Securities Board,Mandates disclosure of cattle ranch investments and rangeland management sustainability assessments,"Enhanced ranch investment transparency, increased rangeland compliance and livestock risk disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,TX,https://www.ssb.texas.gov/,Corporate Governance,2003
12/11/2003,Tennessee Corporate Environmental Disclosure Act,Tennessee Department of Commerce and Insurance Securities Division,Requires disclosure of environmental liabilities and remediation costs in corporate filings,"Enhanced environmental transparency, increased environmental compliance and disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,TN,https://www.tn.gov/commerce/securities.html,Environmental Disclosure,2003
11/26/2003,Delaware Corporate Merger Fairness Enhancement Act,Delaware Division of Corporations,Strengthens fairness requirements and independent director oversight in corporate merger transactions,"Enhanced merger transaction scrutiny, increased transaction costs and potential deal delays",Yes,Yes,Yes,Yes,Yes,No,Yes,DE,https://corp.delaware.gov/,Corporate Governance,2003
11/20/2003,Iowa Investment Advisory Seed Treatment Facility Investment Oversight Act,Iowa Insurance Division Securities Bureau,Creates regulatory framework for seed treatment facility investments and agricultural seed processing operation risk assessments,"Enhanced seed processing oversight, increased agricultural technology compliance and seed treatment facility costs",Yes,Yes,Yes,Yes,No,No,Yes,IA,https://iid.iowa.gov/securities,Food Processing,2003
10/8/2003,Alabama Corporate Executive Compensation Disclosure Enhancement Act,Alabama Securities Commission,Requires detailed disclosure of all forms of executive compensation including perquisites and benefits,"Enhanced compensation transparency, increased disclosure compliance and potential impact on executive pay",Yes,Yes,Yes,Yes,Yes,No,Yes,AL,https://www.asc.alabama.gov/,Corporate Governance,2003
9/22/2003,Florida Investment Advisory Mango Processing Investment Act,Florida Office of Financial Regulation,Establishes oversight standards for mango processing investments and tropical fruit production facility risk management,"Enhanced tropical fruit processing oversight, increased food manufacturing compliance and exotic fruit market costs",Yes,Yes,Yes,Yes,No,No,Yes,FL,https://www.flofr.com/,Food Processing,2003
9/18/2003,Maine Corporate Environmental Liability Act,Maine Office of Securities,Establishes corporate liability standards for environmental damages and disclosure requirements,"Increased environmental compliance costs, enhanced liability exposure for corporations",Yes,Yes,Yes,Yes,No,No,Yes,ME,https://www.maine.gov/pfr/securities/,Environmental Disclosure,2003
8/14/2003,New York Investment Advisory Dairy Processing Investment Oversight Act,New York Department of Financial Services,Creates regulatory framework for dairy processing investments and milk production facility operation risk assessments,"Enhanced dairy processing oversight, increased food safety compliance and agricultural processing facility risk costs",Yes,Yes,Yes,Yes,No,No,Yes,NY,https://www.dfs.ny.gov/,Corporate Governance,2003
